fid,osm_id,code,fclass,name,ref,oneway,maxspeed,layer,bridge,tunnel
6072,"172348691",5122,residential,,,B,0,0,F,F
6073,"172348692",5122,residential,,,B,0,0,F,F
6074,"172348695",5122,residential,,,B,0,0,F,F
6075,"172348696",5122,residential,,,B,0,0,F,F
6076,"172348697",5122,residential,,,B,0,0,F,F
6077,"172348698",5122,residential,Innar Chowk Marga,,B,0,0,F,F
6078,"172348699",5122,residential,,,B,0,0,F,F
6079,"172348700",5141,service,,,B,0,0,F,F
6080,"172348701",5122,residential,Buicha Hiti Marg,,B,0,0,F,F
6081,"172348702",5122,residential,,,B,0,0,F,F
6082,"172348703",5122,residential,,,B,0,0,F,F
6083,"172348704",5122,residential,,,B,0,0,F,F
6084,"172348705",5121,unclassified,,,B,0,0,F,F
6085,"172348706",5122,residential,,,B,0,0,F,F
6086,"172348707",5122,residential,,,B,0,0,F,F
6087,"172348708",5122,residential,Wangdel Marg,,B,0,0,F,F
6088,"172348709",5122,residential,नमुना मार्गा,,B,0,0,F,F
6089,"172348710",5122,residential,,,B,0,0,F,F
6090,"172348711",5122,residential,,,B,0,0,F,F
6091,"172348713",5122,residential,सुनाउलो मार्गा,,B,0,0,F,F
6092,"172348715",5122,residential,Baral Colony,,B,0,0,F,F
6093,"172348716",5122,residential,,,B,0,0,F,F
6094,"172348717",5122,residential,,,B,0,0,F,F
6095,"172348718",5122,residential,,,B,0,0,F,F
6096,"172348719",5153,footway,,,B,0,0,F,F
6097,"172348720",5122,residential,,,B,0,0,F,F
6098,"172348722",5122,residential,,,B,0,0,F,F
6099,"172348723",5122,residential,शंखमुल योजना क्रस,,B,0,0,F,F
6100,"172348724",5122,residential,,,B,0,0,F,F
6101,"172348725",5141,service,,,B,0,0,F,F
6102,"172348726",5122,residential,,,B,0,0,F,F
6103,"172348727",5122,residential,Shankhamul Planning Cross 1,,B,0,0,F,F
6104,"172348728",5122,residential,,,B,0,0,F,F
6105,"172348730",5122,residential,,,B,0,0,F,F
6106,"172348732",5122,residential,,,B,0,0,F,F
6107,"172348733",5122,residential,Shankhamul Planning Cross 3,,B,0,0,F,F
6108,"172348736",5122,residential,,,B,0,0,F,F
6109,"172348737",5122,residential,,,B,0,0,F,F
6110,"172348738",5122,residential,Shankhamul Planning Cross 1,,B,0,0,F,F
6111,"172348740",5122,residential,,,B,0,0,F,F
6112,"172348741",5122,residential,,,B,0,0,F,F
6113,"172348742",5122,residential,,,B,0,0,F,F
6114,"172348743",5122,residential,,,B,0,0,F,F
6115,"172348744",5113,primary,,,F,0,0,F,F
6116,"172348745",5122,residential,,,B,0,0,F,F
6117,"172348746",5122,residential,Gangbu marga,,B,0,0,F,F
6118,"172348747",5122,residential,,,B,0,0,F,F
6119,"172348748",5122,residential,B. P. Marg,,B,0,0,F,F
6120,"172348749",5122,residential,Kholcha Pokhari Marg Purba,,B,0,0,F,F
6121,"172348750",5122,residential,,,B,0,0,F,F
6122,"172348752",5122,residential,,,B,0,0,F,F
6123,"172348753",5122,residential,,,B,0,0,F,F
6124,"172348754",5122,residential,,,B,0,0,F,F
6125,"172348755",5122,residential,Dhatil Marga,,F,0,0,F,F
6126,"172348756",5122,residential,,,B,0,0,F,F
6127,"172348757",5122,residential,रुद्रेश्वर मार्ग,,B,0,0,F,F
6128,"172348758",5122,residential,Bhimsen Marga,,B,0,0,F,F
6129,"172348760",5122,residential,Milan marga,,B,0,0,F,F
6130,"172348761",5122,residential,,,B,0,0,F,F
6131,"172348762",5122,residential,,,B,0,0,F,F
6132,"172348764",5122,residential,,,B,0,0,F,F
6133,"172348766",5122,residential,,,B,0,0,F,F
6134,"172348768",5122,residential,,,B,0,0,F,F
6135,"172348769",5122,residential,,,B,0,0,F,F
6136,"172348770",5141,service,,,B,0,0,F,F
6137,"172348771",5122,residential,Wasaa Hiti Marg,,B,0,0,F,F
6138,"172348774",5122,residential,,,B,0,0,F,F
6139,"172348776",5122,residential,Sesh Galli,,B,0,0,F,F
6140,"172348778",5122,residential,,,B,0,0,F,F
6141,"172348780",5122,residential,Mahiladevi marga,,B,0,0,F,F
6142,"172348781",5122,residential,,,B,0,0,F,F
6143,"172348784",5122,residential,,,B,0,0,F,F
6144,"172348785",5122,residential,संगम बस्ती मार्ग,,B,0,0,F,F
6145,"172348787",5122,residential,,,B,0,0,F,F
6146,"172348788",5122,residential,Gurash Marga,,B,0,0,F,F
6147,"172348791",5122,residential,Sunar Gau Marg,,B,0,0,F,F
6148,"172348796",5122,residential,पञ्चकन्या गल्ली,,B,0,0,F,F
6149,"172348797",5122,residential,Bhagwati Marg,,B,0,0,F,F
6150,"172349735",5122,residential,Nahiti Batukvairab Marga,,B,0,0,F,F
6151,"172349740",5122,residential,Sajha Sahakari Marg,,B,0,0,F,F
6152,"172349742",5115,tertiary,महालक्ष्मीस्थान रोड,,B,0,0,F,F
6153,"172349743",5121,unclassified,Moti Marg,,B,0,0,F,F
6154,"172349745",5121,unclassified,,,B,0,0,F,F
6155,"172349747",5121,unclassified,,,B,0,0,F,F
6156,"172349752",5121,unclassified,,,B,0,0,F,F
6157,"172349753",5121,unclassified,,,B,0,0,F,F
6158,"172349754",5122,residential,Nahiti Batukvairab Marga,,B,0,0,F,F
6159,"172349756",5122,residential,,,B,0,0,F,F
6160,"172349758",5121,unclassified,Sajha Sahakari Marg,,B,0,0,F,F
6161,"172349760",5122,residential,,,B,0,0,F,F
6162,"172349762",5122,residential,Phaikhel Marg,,B,0,0,F,F
6163,"172349763",5123,living_street,,,B,0,0,F,F
6164,"172349765",5122,residential,Nahiti Batukvairab Marga,,B,0,0,F,F
6165,"172349766",5121,unclassified,,,B,30,0,F,F
6166,"172349767",5122,residential,कपुरबोट खड्का टोल मार्ग,,B,0,0,F,F
6167,"172349768",5122,residential,,,B,0,0,F,F
6168,"172349769",5122,residential,,,B,0,0,F,F
6169,"172350340",5122,residential,,,B,0,0,F,F
6170,"172350341",5122,residential,,,B,0,0,F,F
6171,"172350342",5122,residential,,,B,0,0,F,F
6172,"172350345",5122,residential,Ranibun Marg,,B,0,0,F,F
6173,"172350347",5122,residential,Ranibu Ganesh Marg,,B,0,0,F,F
6174,"172350349",5122,residential,,,B,0,0,F,F
6175,"172350351",5122,residential,Savetanagar,,B,0,0,F,F
6176,"172350352",5122,residential,Kusunti Kumar Pith Marg,,B,0,0,F,F
6177,"172350353",5122,residential,Kusunti Pancheshwor Marg,,B,0,0,F,F
6178,"172350354",5122,residential,,,B,0,0,F,F
6179,"172350355",5122,residential,,,B,0,0,F,F
6180,"172350358",5122,residential,महालक्ष्मी मन्दिर मार्ग,,B,0,0,F,F
6181,"172350359",5122,residential,,,B,0,0,F,F
6182,"172350360",5122,residential,,,B,0,0,F,F
6183,"172350362",5122,residential,,,B,0,0,F,F
6184,"172350363",5122,residential,Kusunti Height Road,,B,0,0,F,F
6185,"172350365",5122,residential,Ranibun Marg Purba,,B,0,0,F,F
6186,"172350366",5122,residential,,,B,0,0,F,F
6187,"172350367",5122,residential,,,B,0,0,F,F
6188,"172350368",5122,residential,Kusunti Majuwa Marg Paschim,,B,0,0,F,F
6189,"172350371",5141,service,,,B,0,0,F,F
6190,"172350573",5122,residential,,,B,0,0,F,F
6191,"172350575",5122,residential,Chautari Basti Marg,,B,0,0,F,F
6192,"172350577",5122,residential,Chautari Basti Marg,,B,0,0,F,F
6193,"172350578",5122,residential,,,B,0,0,F,F
6194,"172350579",5122,residential,Uma Maheshwor Marg Paschim,,B,0,0,F,F
6195,"172350580",5122,residential,,,B,0,0,F,F
6196,"172350581",5122,residential,Uma Maheshwor Marg,,B,0,0,F,F
6197,"172371444",5113,primary,सातदोबाटो-गोदावरी सडक,F24,B,50,0,F,F
6198,"172375463",5115,tertiary,,,B,0,0,F,F
6199,"172375464",5115,tertiary,,,B,0,0,F,F
6200,"172375465",5115,tertiary,,,B,0,0,F,F
6201,"172375466",5114,secondary,,F77,B,0,0,F,F
6202,"172375467",5115,tertiary,,,B,0,0,F,F
6203,"172385215",5114,secondary,गैरीधारा रोड,,B,0,0,F,F
6204,"172385216",5113,primary,हत्तिसार सडक,,B,0,0,F,F
6205,"172385221",5122,residential,Tangal Marg,,B,0,0,F,F
6206,"172385223",5113,primary,समा मार्ग,,B,0,0,F,F
6207,"172385224",5113,primary,,,F,0,0,F,F
6208,"172385226",5114,secondary,सामा मार्ग,,B,0,0,F,F
6209,"172387564",5113,primary,कान्ति पथ,,F,0,-1,F,F
6210,"172387565",5113,primary,कान्ति पथ,,B,0,0,F,F
6211,"172387571",5113,primary,राम शाह पथ,,F,30,0,F,F
6212,"172387579",5114,secondary,भगवती मार्ग,,F,0,0,F,F
6213,"172387581",5113,primary,कान्ति पथ,,F,0,0,F,F
6214,"172387586",5113,primary,,,B,0,0,F,F
6215,"172387589",5113,primary,Kanti Path,,B,0,0,F,F
6216,"172387590",5113,primary,कान्ति पथ,,F,0,0,F,F
6217,"172387591",5114,secondary,थिरबम सदक ३,,B,0,0,F,F
6218,"172387593",5113,primary,कान्ति पथ,,F,0,0,F,F
6219,"172387597",5113,primary,कान्ति पथ,,F,0,0,F,F
6221,"172476456",5122,residential,Ram Mandir Marg,,B,0,0,F,F
6253,"172481629",5112,trunk,Araniko Highway,NH34,F,60,0,F,F
6254,"172481630",5112,trunk,सोल्टिमोड सडक,NH41,B,30,0,F,F
6255,"172481631",5115,tertiary,,,B,0,0,F,F
6256,"172481632",5141,service,,,B,0,0,F,F
6257,"172481633",5114,secondary,,F89,B,0,0,F,F
6258,"172481634",5114,secondary,,F87,B,0,0,F,F
6259,"172481638",5114,secondary,,F89,B,0,0,F,F
6260,"172485293",5112,trunk,Kathmandu Ringroad,NH39,F,0,0,F,F
6261,"172495781",5122,residential,Jeetjung Marg,,B,0,0,F,F
6264,"172651202",5141,service,,,B,0,0,F,F
6265,"172651208",5121,unclassified,,,B,0,0,F,F
6266,"172651212",5122,residential,Dipnagar Marg,,B,0,0,F,F
6267,"172651214",5122,residential,,,B,0,0,F,F
6268,"172651217",5122,residential,Jambu Marg Dakshin,,B,0,0,F,F
6269,"172651219",5122,residential,Gandnayak Marg,,B,0,0,F,F
6270,"172651220",5122,residential,Ashis Tole Marg,,B,0,0,F,F
6271,"172651228",5122,residential,Devasthal Marg,,B,0,0,F,F
6272,"172651230",5115,tertiary,,,B,0,0,F,F
6273,"172651232",5122,residential,Duniya Danda Marg,,B,0,0,F,F
6274,"172651234",5122,residential,Kalo O.P. Marg,,B,0,0,F,F
6275,"172651236",5122,residential,,,B,0,0,F,F
6276,"172651237",5121,unclassified,,,B,0,0,F,F
6277,"172651239",5122,residential,,,B,0,0,F,F
6278,"172651241",5122,residential,,,B,0,0,F,F
6279,"172651243",5122,residential,,,B,0,0,F,F
6280,"172651245",5122,residential,,,B,0,0,F,F
6281,"172651246",5141,service,,,B,0,0,F,F
6282,"172651247",5122,residential,Gautam Marg,,B,0,0,F,F
6283,"172651250",5122,residential,Gyan Marg Uttar,,B,0,0,F,F
6284,"172651256",5122,residential,,,B,0,0,F,F
6285,"172651259",5121,unclassified,,,B,0,0,F,F
6286,"172651261",5122,residential,,,B,0,0,F,F
6287,"172651264",5121,unclassified,Shiva Basti Marg Street 2,,B,0,0,F,F
6288,"172651265",5122,residential,,,B,0,0,F,F
6289,"172651266",5142,track,,,B,0,0,F,F
6290,"172651267",5121,unclassified,,,B,0,0,F,F
6291,"172651270",5121,unclassified,,,B,0,0,F,F
6292,"172651271",5122,residential,,,B,0,0,F,F
6293,"172651272",5122,residential,Gyan Marg Uttar,,B,0,0,F,F
6294,"172651273",5121,unclassified,,,B,0,0,F,F
6295,"172651276",5122,residential,Gyan Marg Uttar,,B,0,0,F,F
6296,"172651277",5122,residential,,,B,0,0,F,F
6297,"172651279",5122,residential,,,B,0,0,F,F
6298,"172651281",5122,residential,,,B,0,0,F,F
6299,"172651283",5122,residential,,,B,0,0,F,F
6300,"172651285",5122,residential,Buddha Marg Loha Chowk,,B,0,0,F,F
6301,"172651289",5121,unclassified,Shiva Chowk Marg Purba,,B,0,0,F,F
6302,"172651292",5122,residential,,,B,0,0,F,F
6303,"172651293",5121,unclassified,,,B,0,0,F,F
6304,"172651295",5122,residential,Naya Basti Marg,,B,0,0,F,F
6305,"172651297",5122,residential,,,B,0,0,F,F
6306,"172651298",5114,secondary,,,B,0,0,F,F
6307,"172651300",5122,residential,Sagar Marg,,B,0,0,F,F
6308,"172651303",5122,residential,,,B,0,0,F,F
6309,"172651305",5114,secondary,,,B,0,0,F,F
6310,"172651307",5122,residential,,,B,0,0,F,F
6311,"172651310",5122,residential,,,B,0,0,F,F
6312,"172651311",5122,residential,,,B,0,0,F,F
6313,"172651312",5121,unclassified,,,B,0,0,F,F
6314,"172651314",5122,residential,Jupiter Marg Paschim,,B,0,0,F,F
6315,"172651315",5121,unclassified,Kanti Lokpath Sadak,,B,0,0,F,F
6316,"172651317",5122,residential,,,B,0,0,F,F
6317,"172651318",5122,residential,Jupiter Marg Purba,,B,0,0,F,F
6318,"172651319",5122,residential,,,B,0,0,F,F
6319,"172651320",5122,residential,,,B,0,0,F,F
6320,"172651321",5122,residential,,,B,0,0,F,F
6321,"172651324",5121,unclassified,,,B,0,0,F,F
6322,"172651325",5121,unclassified,Shiva Basti Marg Street 1,,B,0,0,F,F
6323,"172651328",5122,residential,,,B,0,0,F,F
6324,"172651329",5122,residential,Kot Devi Marg,,B,0,0,F,F
6325,"172651330",5122,residential,,,B,0,0,F,F
6326,"172651331",5123,living_street,Satdobato Tutepani Marg,,B,0,0,F,F
6327,"172651332",5122,residential,Jupiter Marg Dakshin,,B,0,0,F,F
6328,"172651334",5122,residential,,,B,0,0,F,F
6329,"172651335",5122,residential,चन्द्र सूर्य मार्ग,,B,0,0,F,F
6330,"172651337",5122,residential,Satdobato Tutepani Marg,,B,0,0,F,F
6331,"172651340",5122,residential,,,B,0,0,F,F
6332,"172651342",5122,residential,योर्क सडक,,B,0,0,F,F
6333,"172651344",5122,residential,,,B,0,0,F,F
6334,"172651346",5122,residential,,,B,0,0,F,F
6335,"172651347",5122,residential,,,B,0,0,F,F
6336,"172651348",5122,residential,Jambu Marg,,B,0,0,F,F
6337,"172651350",5122,residential,,,B,0,0,F,F
6338,"172651360",5122,residential,Budhathoki Gaun Marg Dakshin,,B,0,0,F,F
6339,"172652521",5121,unclassified,Sandesh Road,,B,0,0,F,F
6340,"172652522",5121,unclassified,,,B,0,0,F,F
6341,"172652523",5122,residential,,,B,0,0,F,F
6342,"172652526",5121,unclassified,,,B,0,0,F,F
6343,"172652527",5122,residential,,,B,0,0,F,F
6344,"172652528",5121,unclassified,Harit colony street,,B,0,0,F,F
6345,"172652530",5122,residential,,,B,0,0,F,F
6346,"172652533",5122,residential,,,B,0,0,F,F
6347,"172652534",5121,unclassified,Sandesh Road,,B,0,0,F,F
6348,"172652535",5122,residential,,,B,0,0,F,F
6349,"172652536",5121,unclassified,,,B,0,0,F,F
6350,"172652537",5122,residential,,,B,0,0,F,F
6351,"172652539",5122,residential,,,B,0,0,F,F
6352,"172652540",5121,unclassified,,,B,0,0,F,F
6353,"172652541",5121,unclassified,,,B,0,0,F,F
6354,"172652542",5121,unclassified,,,B,0,0,F,F
6355,"172652543",5122,residential,,,B,0,0,F,F
6356,"172652544",5121,unclassified,,,B,0,0,F,F
6357,"172652545",5121,unclassified,,,B,0,0,F,F
6358,"172652546",5121,unclassified,,,B,0,0,F,F
6359,"172652547",5141,service,,,B,0,0,F,F
6360,"172652548",5121,unclassified,,,B,0,0,F,F
6361,"172652549",5121,unclassified,Pako Marga,,B,0,0,F,F
6362,"172652550",5122,residential,,,B,0,0,F,F
6363,"172652551",5121,unclassified,,,B,0,0,F,F
6364,"172652552",5122,residential,हरित कोलोनी सडक,,B,0,0,F,F
6365,"172652553",5122,residential,पिया रोड,,B,0,0,F,F
6366,"172652554",5122,residential,,,B,0,0,F,F
6367,"172652555",5121,unclassified,Pako Mahadev Marga,,B,0,0,F,F
6368,"172652556",5121,unclassified,,,B,0,0,F,F
6369,"172652557",5122,residential,,,B,0,0,F,F
6370,"172652558",5122,residential,,,B,0,0,F,F
6371,"172652559",5122,residential,हरित कोलोनी सडक,,B,0,0,F,F
6372,"172652561",5114,secondary,बालकुमारी-बालकोट सडक,,B,20,0,F,F
6373,"172652562",5121,unclassified,,,B,0,0,F,F
6374,"172652564",5122,residential,Baklogau road,,B,0,0,F,F
6375,"172652566",5122,residential,Bojepokhari Marg,,B,0,0,F,F
6376,"172652568",5121,unclassified,,,B,0,0,F,F
6377,"172652569",5121,unclassified,,,B,0,0,F,F
6378,"172653632",5122,residential,,,B,0,0,F,F
6379,"172653633",5122,residential,टिकथली-लोकन्थली सडक,F90,B,0,0,F,F
6380,"172653634",5122,residential,,,B,0,0,F,F
6381,"172653635",5122,residential,,,B,0,0,F,F
6382,"172653636",5122,residential,,,B,0,0,F,F
6383,"172653641",5141,service,आनन्द मार्ग,,B,0,0,F,F
6384,"172653642",5121,unclassified,,,B,0,0,F,F
6385,"172653644",5122,residential,अर्निको राज मार्ग,,B,0,0,F,F
6386,"172653647",5122,residential,,,B,0,0,F,F
6387,"172653648",5122,residential,,,B,0,0,F,F
6388,"172653649",5122,residential,,,B,0,0,F,F
6389,"172653650",5122,residential,,,B,0,0,F,F
6390,"172653651",5122,residential,,,B,0,0,F,F
6391,"172653652",5122,residential,,,B,0,0,F,F
6392,"172653655",5122,residential,,,B,0,0,F,F
6393,"172653657",5122,residential,Sagbari Marga,,B,0,0,F,F
6394,"172653658",5141,service,,,B,0,0,F,F
6395,"172653659",5122,residential,,,B,0,0,F,F
6396,"172653660",5122,residential,,,B,0,0,F,F
6397,"172653662",5122,residential,,,B,0,0,F,F
6398,"172656226",5122,residential,स्लेशमान्टक मार्ग,,B,0,0,F,F
6399,"172656227",5122,residential,,,B,0,0,F,F
6400,"172656232",5122,residential,ज्योति मार्ग,,B,0,0,F,F
6401,"172656233",5122,residential,,,B,0,0,F,F
6402,"172656234",5122,residential,,,B,0,0,F,F
6403,"172656235",5122,residential,शृंखला गल्ली,,B,0,0,F,F
6404,"172656236",5122,residential,,,B,0,0,F,F
6405,"172656237",5122,residential,ओम नगर मार्ग,,B,0,0,F,F
6406,"172656238",5122,residential,रुद्रनगर सान्ती मार्ग,,B,0,0,F,F
6407,"172656239",5122,residential,Krishi Bank pani tanky road,,B,0,0,F,F
6408,"172656240",5115,tertiary,Bode-Saraswotikhel Road,,B,0,0,F,F
6409,"172656241",5141,service,,,B,0,0,F,F
6410,"172656242",5122,residential,,,B,0,0,F,F
6411,"172656243",5122,residential,,,B,0,0,F,F
6412,"172656247",5122,residential,,,B,0,0,F,F
6413,"172656248",5122,residential,,,B,0,0,F,F
6414,"172656249",5122,residential,,,B,0,0,F,F
6415,"172656250",5122,residential,,,B,0,0,F,F
6416,"172656251",5122,residential,राम मन्दिर मार्ग,,B,0,0,F,F
6417,"172656255",5122,residential,,,B,0,0,F,F
6418,"172656258",5122,residential,,,B,0,0,F,F
6419,"172656259",5122,residential,Baga Marga,,B,0,0,F,F
6420,"172656263",5114,secondary,Nikoshera-Hindunagar Road,,B,0,0,F,F
6421,"172656264",5122,residential,,,B,0,0,F,F
6422,"172656265",5122,residential,जय बागेश्वरी मार्ग,,B,0,0,F,F
6423,"172656266",5122,residential,,,B,0,0,F,F
6424,"172656267",5122,residential,,,B,0,0,F,F
6425,"172656270",5122,residential,,,B,0,0,F,F
6426,"172656271",5122,residential,,,B,0,0,F,F
6427,"172656272",5122,residential,,,B,0,0,F,F
6428,"172656274",5122,residential,,,B,0,0,F,F
6429,"172656275",5122,residential,,,B,0,0,F,F
6430,"172656276",5122,residential,,,B,0,0,F,F
6431,"172656278",5122,residential,,,B,0,0,F,F
6432,"172656279",5122,residential,Siddhi Binayak Marga,,B,0,0,F,F
6433,"172656280",5122,residential,,,B,0,0,F,F
6434,"172656281",5122,residential,,,B,0,0,F,F
6435,"172656282",5122,residential,Ram Chandra Marg,,B,0,0,F,F
6436,"172656283",5122,residential,,,B,0,0,F,F
6437,"172656286",5122,residential,,,B,0,0,F,F
6438,"172656288",5122,residential,,,B,0,0,F,F
6439,"172656289",5122,residential,,,B,0,0,F,F
6440,"172656290",5122,residential,,,B,0,0,F,F
6441,"172656291",5122,residential,,,B,0,0,F,F
6442,"172656292",5122,residential,,,B,0,0,F,F
6443,"172656293",5122,residential,,,B,0,0,F,F
6444,"172656294",5122,residential,,,B,0,0,F,F
6445,"172656295",5122,residential,Ram Chandra Marg,,B,0,0,F,F
6446,"172656296",5122,residential,,,B,0,0,F,F
6447,"172656299",5122,residential,,,B,0,0,F,F
6448,"172656300",5122,residential,,,B,0,0,F,F
6449,"172656301",5122,residential,,,B,0,0,F,F
6450,"172656302",5122,residential,सभक्ति मार्ग,,B,0,0,F,F
6451,"172656303",5122,residential,Sangam Bindu Galli,,B,0,0,F,F
6452,"172656304",5153,footway,Himalaya galli,,B,0,0,F,F
6453,"172656305",5122,residential,,,B,0,0,F,F
6454,"172656306",5122,residential,,,B,0,0,F,F
6455,"172656309",5115,tertiary,,F87,B,0,0,F,F
6456,"172656311",5122,residential,,,B,0,0,F,F
6457,"172656312",5115,tertiary,जगत जंग मार्ग,,B,0,0,F,F
6458,"172656313",5115,tertiary,,F88,B,0,0,F,F
6459,"172656316",5122,residential,,,B,0,0,F,F
6460,"172656320",5122,residential,,,B,0,0,F,F
6461,"172656321",5122,residential,,,B,0,0,F,F
6462,"172658277",5122,residential,,,B,0,0,F,F
6463,"172658278",5122,residential,,,B,0,0,F,F
6464,"172658279",5122,residential,,,B,0,0,F,F
6465,"172658281",5122,residential,,,B,0,0,F,F
6466,"172658282",5122,residential,समृद्धशिल मार्ग,,B,0,0,F,F
6467,"172658285",5122,residential,खडकगाउँ मार्ग,,B,0,0,F,F
6468,"172658287",5114,secondary,दिबिया मार्ग,,B,0,0,F,F
6469,"172658288",5122,residential,,,B,0,0,F,F
6470,"172658289",5122,residential,,,B,0,0,F,F
6471,"172658290",5122,residential,,,B,0,0,F,F
6472,"172658291",5122,residential,,,B,0,0,F,F
6473,"172658293",5122,residential,,,B,0,0,F,F
6474,"172658294",5122,residential,,,B,0,0,F,F
6475,"172658296",5122,residential,,,B,0,0,F,F
6476,"172658301",5122,residential,,,B,0,0,F,F
6477,"172658302",5122,residential,,,B,0,0,F,F
6478,"172658304",5122,residential,,,B,0,0,F,F
6479,"172658305",5122,residential,,,B,0,0,F,F
6480,"172658306",5122,residential,,,B,0,0,F,F
6481,"172658307",5122,residential,,,B,0,0,F,F
6482,"172658308",5122,residential,,,B,0,0,F,F
6483,"172658309",5122,residential,,,B,0,0,F,F
6484,"172658310",5122,residential,,,B,0,0,F,F
6485,"172658312",5122,residential,,,B,0,0,F,F
6486,"172658313",5122,residential,,,B,0,0,F,F
6487,"172658314",5121,unclassified,,,B,0,0,F,F
6488,"172658316",5122,residential,खानीपानी मार्ग,,B,0,0,F,F
6489,"172658317",5122,residential,,,B,0,0,F,F
6490,"172658318",5122,residential,,,B,0,0,F,F
6491,"172658319",5122,residential,,,B,0,0,F,F
6492,"172658320",5122,residential,,,B,0,0,F,F
6493,"172658321",5122,residential,,,B,0,0,F,F
6494,"172658322",5141,service,,,B,0,0,F,F
6495,"172658323",5122,residential,प्रगति मार्ग,,B,0,0,F,F
6496,"172658324",5122,residential,,,B,0,0,F,F
6497,"172658325",5122,residential,,,B,0,0,F,F
6498,"172658327",5122,residential,,,B,0,0,F,F
6499,"172658328",5122,residential,,,B,0,0,F,F
6500,"172658329",5141,service,,,B,0,0,F,F
6501,"172658330",5122,residential,,,B,0,0,F,F
6502,"172658331",5141,service,,,B,0,0,F,F
6503,"172658332",5141,service,,,B,0,0,F,F
6504,"172658333",5122,residential,,,B,0,0,F,F
6505,"172658336",5122,residential,,,B,0,0,F,F
6506,"172658337",5122,residential,,,B,0,0,F,F
6507,"172658338",5122,residential,,,B,0,0,F,F
6508,"172658339",5122,residential,,,B,0,0,F,F
6509,"172658340",5122,residential,,,B,0,0,F,F
6510,"172658341",5122,residential,,,B,0,0,F,F
6511,"172658342",5122,residential,,,B,0,0,F,F
6512,"172658343",5141,service,Serbeshwar Marg,,B,0,0,F,F
6513,"172658344",5122,residential,,,B,0,0,F,F
6514,"172658345",5141,service,,,B,0,0,F,F
6515,"172658346",5122,residential,,,B,0,0,F,F
6516,"172658347",5122,residential,,,B,0,0,F,F
6517,"172658348",5122,residential,,,B,0,0,F,F
6518,"172658350",5122,residential,,,B,0,0,F,F
6519,"172658352",5122,residential,,,B,0,0,F,F
6520,"172658353",5122,residential,,,B,0,0,F,F
6521,"172658354",5122,residential,,,B,0,0,F,F
6522,"172658355",5122,residential,,,B,0,0,F,F
6523,"172658356",5122,residential,,,B,0,0,F,F
6524,"172658357",5122,residential,,,B,0,0,F,F
6525,"172658358",5122,residential,रत्नलक्ष्मी मार्ग,,B,0,0,F,F
6526,"172658359",5122,residential,,,B,0,0,F,F
6527,"172658361",5122,residential,Annapurna Marg,,B,0,0,F,F
6528,"172658363",5122,residential,,,B,0,0,F,F
6529,"172658364",5122,residential,,,B,0,0,F,F
6530,"172658365",5122,residential,,,B,0,0,F,F
6531,"172659700",5141,service,,,B,0,0,F,F
6532,"172659701",5122,residential,,,B,0,0,F,F
6533,"172659703",5122,residential,,,B,0,0,F,F
6534,"172659712",5122,residential,,,B,0,0,F,F
6535,"172659713",5115,tertiary,Rudra Mati Marg-2,,B,0,0,F,F
6536,"172659714",5122,residential,Gaurighat Marg,,B,0,0,F,F
6537,"172659716",5122,residential,,,B,0,0,F,F
6538,"172659725",5122,residential,Gangahiti Marg,,B,0,0,F,F
6539,"172659727",5115,tertiary,,F83,B,0,0,F,F
6540,"172659728",5122,residential,,,B,0,0,F,F
6541,"172659731",5121,unclassified,Shanti Goreto,,B,0,0,F,F
6542,"172659736",5122,residential,शंकर ज्योति मार्ग,,B,0,0,F,F
6543,"172659744",5122,residential,,,B,0,0,F,F
6544,"172659750",5122,residential,,,B,0,0,F,F
6545,"172659752",5153,footway,,,B,0,0,F,F
6546,"172659753",5141,service,Boudhnath Way,,F,0,0,F,F
6547,"172659754",5122,residential,,,B,0,0,F,F
6548,"172659755",5122,residential,,,B,0,0,F,F
6549,"172659758",5122,residential,,,B,0,0,F,F
6550,"172659760",5122,residential,बोधि अपार्टमेन्ट,,B,0,0,F,F
6551,"172659762",5141,service,,,B,0,0,F,F
6552,"172659765",5153,footway,,,B,0,0,F,F
6553,"172659766",5122,residential,Shree Gorakhnaath Marga,,B,0,0,F,F
6554,"172659767",5122,residential,पानिटंकी-सरस्वती-नगर रोड,,B,0,0,F,F
6555,"172659770",5122,residential,Lam Pokhari Marg,,B,0,0,F,F
6556,"172659771",5115,tertiary,रुद्रमती मार्ग-२,,B,0,0,F,F
6557,"172659776",5141,service,,,B,0,0,F,F
6558,"172659778",5122,residential,,,B,0,0,F,F
6559,"172659781",5122,residential,Maitri Marg,,B,0,0,F,F
6560,"172659785",5122,residential,,,B,0,0,F,F
6561,"172659787",5122,residential,,,B,0,0,F,F
6562,"172659788",5122,residential,,,B,0,0,F,F
6563,"172659790",5122,residential,,,B,0,0,F,F
6564,"172659791",5122,residential,,,B,0,0,F,F
6565,"172659792",5122,residential,,,B,0,0,F,F
6566,"172659793",5122,residential,,,B,0,0,F,F
6567,"172659794",5122,residential,,,B,0,0,F,F
6568,"172659795",5122,residential,शंकरज्योति मार्ग,,B,0,0,F,F
6569,"172659796",5122,residential,,,B,0,0,F,F
6570,"172659797",5122,residential,Gaurighat Marg,,B,0,0,F,F
6571,"172659798",5122,residential,,,B,0,0,F,F
6572,"172659800",5122,residential,,,B,0,0,F,F
