fid,osm_id,code,fclass,name,ref,oneway,maxspeed,layer,bridge,tunnel
1,"4825621",5113,primary,,F26,B,0,0,F,F
2,"4825630",5113,primary,कान्ति पथ,,F,0,0,F,F
3,"4825671",5115,tertiary,थाबाही सादक,,F,0,0,F,F
4,"4839933",5121,unclassified,,,F,0,0,F,F
5,"4839936",5132,trunk_link,,,F,0,0,F,F
6,"4839958",5132,trunk_link,,,F,0,0,F,F
7,"4840030",5114,secondary,बत्तीसपुतली मार्ग,,B,0,0,F,F
8,"4840039",5114,secondary,बाबुराम अचार्य मार्ग,,B,0,0,F,F
9,"4840054",5113,primary,,,B,0,0,F,F
10,"4840057",5114,secondary,कमलादी मार्ग,,B,0,0,F,F
11,"4840060",5122,residential,Pragya Marg,,B,0,0,F,F
12,"4840073",5114,secondary,तीनधारा मार्ग,,F,0,0,F,F
13,"4840092",5113,primary,जमल मार्ग,,F,0,0,F,F
14,"4840104",5113,primary,रत्न पार्क मार्ग,,F,0,0,F,F
15,"4840124",5114,secondary,बाघबजार सडक,,B,0,0,F,F
16,"4840223",5114,secondary,सिनामंगल सडक,,B,0,0,F,F
17,"4840264",5114,secondary,पशुपति सडक,,B,0,0,F,F
18,"4840283",5113,primary,नारायणहिटी पथ,,B,0,0,F,F
19,"4840288",5113,primary,हात्तीसार सडक,,B,0,0,F,F
20,"4840304",5112,trunk,Kathmandu Ringroad,NH39,B,40,0,F,F
21,"4840318",5113,primary,,,F,0,0,F,F
22,"4840388",5115,tertiary,New Road,,F,0,0,F,F
23,"4840392",5115,tertiary,सुक्र पथ,,B,0,0,F,F
24,"4840408",5115,tertiary,धर्म मार्ग,,B,0,0,F,F
25,"4840409",5122,residential,Chittadhar Marg,,B,0,0,F,F
26,"4840453",5122,residential,Swayambhu Marg,,B,0,0,F,F
27,"4847059",5132,trunk_link,,,F,0,0,F,F
28,"4847061",5113,primary,,F86,B,0,0,F,F
29,"4847083",5113,primary,Bhaktapur — Nagarkot,F28,B,0,0,F,F
30,"4847094",5112,trunk,Araniko Highway,NH34,F,80,0,F,F
31,"4847306",5124,pedestrian,,,B,0,0,F,F
32,"5407366",5114,secondary,Baudhadwar Marg,,B,0,0,F,F
33,"5407374",5115,tertiary,तुषाल मार्ग,,B,0,0,F,F
34,"5407397",5114,secondary,बौद्धद्वार मार्ग,,B,0,0,F,F
35,"5407448",5122,residential,,,B,0,0,F,F
36,"5407463",5114,secondary,,,B,0,0,F,F
37,"5407519",5114,secondary,गुहेश्वरी मार्ग,,F,0,0,F,F
38,"5407550",5114,secondary,धर्म भक्त मार्ग,,B,0,0,F,F
39,"23384859",5114,secondary,,F27,B,0,0,F,F
40,"23395604",5114,secondary,,F22,B,0,0,F,F
72,"24667319",5112,trunk,रबिभवन सडक,NH41,B,30,0,F,F
73,"24667562",5113,primary,बालाजु-सौरखुट्टे सडक,,B,0,0,F,F
74,"24667563",5122,residential,Ganeshraj Marg,,B,0,0,F,F
75,"24683724",5124,pedestrian,Z Marg,,B,0,0,F,F
76,"24683727",5122,residential,Nityanath Marg,,B,0,0,F,F
77,"24683728",5115,tertiary,चन्द्रमन मास्की मार्ग,,B,0,1,F,F
78,"24683729",5122,residential,Jyatha Marg,,B,0,0,F,F
79,"24683733",5115,tertiary,Khichapukhu Sadak,,B,0,0,F,F
80,"24683734",5115,tertiary,,,B,0,0,F,F
81,"24683736",5122,residential,Surat Bajra Marg,,B,0,0,F,F
82,"24684286",5124,pedestrian,Ganga Path,,B,0,0,F,F
83,"24684287",5122,residential,Dhobidhara Marg,,F,0,0,F,F
84,"24684291",5114,secondary,उत्तर ढोका रोड,,B,0,0,F,F
85,"24684294",5122,residential,Karunamaya Marg,,B,0,0,F,F
86,"24684297",5155,steps,,,B,0,0,F,F
87,"24684300",5115,tertiary,itachhen,,B,0,0,F,F
88,"24684301",5121,unclassified,,F99,B,0,0,F,F
89,"24684520",5113,primary,बालाजु माछा पोखरी - बाइपास,NH18,B,0,0,F,F
90,"24691025",5113,primary,,,B,0,0,F,F
91,"24691221",5114,secondary,बिजेश्वरी पुल,,B,0,1,T,F
92,"24691222",5112,trunk,गणेशमान सिंह पथ,NH41,B,30,0,F,F
93,"24691223",5112,trunk,गणेशमान सिंह पथ,NH41,B,30,1,T,F
94,"24707457",5114,secondary,प्रदर्शनी मार्ग,,F,0,0,F,F
95,"24707526",5122,residential,,,B,0,0,F,F
96,"24707543",5114,secondary,स्वयम्भू परिकर्मा,,F,0,0,F,F
97,"24707651",5155,steps,,,B,0,0,F,F
117,"25512467",5113,primary,Pasang Lhamu Highway,NH18,B,0,0,F,F
118,"25512472",5113,primary,पासाङ ल्हामु राजमर्ग,NH18,B,0,0,F,F
119,"25512537",5112,trunk,Araniko Highway,NH34,B,0,0,F,F
120,"26408193",5114,secondary,,F28,B,0,0,F,F
121,"26408247",5121,unclassified,,26DR006,B,0,0,F,F
122,"26408248",5142,track,,,B,0,0,F,F
123,"26408280",5121,unclassified,,,B,0,0,F,F
124,"26408286",5121,unclassified,,,B,0,0,F,F
195,"27033019",5115,tertiary,कुशलेचौर मार्ग,,B,0,1,F,F
196,"27033020",5122,residential,Burakhya Marg,,B,0,0,F,F
197,"27033227",5121,unclassified,,,B,0,0,F,F
204,"27033730",5113,primary,लेखनाथ सडक,,F,0,0,F,F
205,"27033731",5113,primary,,,B,0,1,T,F
206,"27033733",5112,trunk,Araniko Highway,NH34,F,80,0,F,F
207,"27033738",5114,secondary,Dallu bridge,,F,0,1,T,F
208,"27034031",5112,trunk,मदन भण्डारी मार्ग,NH34,F,0,2,T,F
209,"27034168",5113,primary,,F26,B,0,1,T,F
210,"27034169",5113,primary,जोरपाटी सडक,F26,B,0,0,F,F
211,"27034171",5113,primary,,F86,B,0,1,T,F
224,"27705561",5121,unclassified,,,B,0,0,F,F
225,"27705567",5122,residential,Kimdole Marg,,B,0,0,F,F
226,"27705573",5141,service,,,B,0,0,F,F
227,"27705579",5121,unclassified,,,B,0,0,F,F
228,"27705581",5141,service,,,B,0,0,F,F
229,"27705591",5114,secondary,संग्रहालय मार्ग,F75,B,0,0,F,F
230,"27705654",5114,secondary,,NH21,B,0,0,F,F
231,"27705681",5121,unclassified,,27DR018,B,0,0,F,F
232,"27705770",5121,unclassified,,27DR017,B,0,0,F,F
233,"27705771",5121,unclassified,,,B,0,0,F,F
234,"27705776",5121,unclassified,,27DR017,B,0,0,F,F
235,"27705783",5121,unclassified,,,B,0,0,F,F
236,"27705791",5114,secondary,,NH21,B,0,0,F,F
237,"27705796",5121,unclassified,,,B,0,0,F,F
238,"27705797",5121,unclassified,,,B,0,0,F,F
239,"27705799",5115,tertiary,,,B,0,0,F,F
240,"27705801",5121,unclassified,,,B,0,0,F,F
241,"27705807",5114,secondary,,NH21,B,0,0,F,F
242,"27705809",5115,tertiary,,,B,0,0,F,F
243,"27705811",5121,unclassified,,,B,0,0,F,F
244,"27705822",5114,secondary,,NH21,B,0,0,F,F
245,"27705824",5114,secondary,,NH21,B,0,0,F,F
246,"27706053",5121,unclassified,Chunikhel Marg,27DR029,B,0,0,F,F
247,"27706087",5121,unclassified,Chunikhel Marg,27DR029,B,0,0,F,F
248,"28543722",5113,primary,कान्ति पथ,,B,0,0,F,F
249,"28559206",5115,tertiary,टंका प्रसाद घुमती सडक,,B,0,0,F,F
250,"28559428",5113,primary,कान्ति पथ,,F,0,0,F,F
251,"28579038",5114,secondary,नाग पोखरी सडक,,B,0,0,F,F
252,"28579337",5113,primary,दरबार मार्ग,,F,0,0,F,F
253,"28579443",5113,primary,दरबार मार्ग,,F,0,0,F,F
254,"28598514",5122,residential,,,B,0,0,F,F
255,"28598634",5113,primary,,,B,0,0,F,F
256,"28598638",5122,residential,,,B,0,0,F,F
257,"28598645",5113,primary,टंगाल मार्ग,,B,0,0,F,F
258,"28598668",5114,secondary,थिरबम सदक ३,,B,0,0,F,F
259,"28617790",5122,residential,Red Cross Road,,B,0,0,F,F
260,"28653580",5115,tertiary,टङ्क प्रसाद घुमती सडक,,B,0,0,F,F
261,"28659234",5122,residential,,,B,0,0,F,F
262,"28659235",5122,residential,,,B,0,0,F,F
263,"28659577",5122,residential,,,B,0,0,F,F
264,"28832895",5141,service,,,B,0,0,F,F
280,"30474631",5114,secondary,,F22,B,0,0,F,F
281,"30474887",5114,secondary,,F22,B,0,0,F,F
288,"30475458",5121,unclassified,,27DR004,B,0,0,F,F
289,"30475471",5114,secondary,दक्षिणकाली रोड,F22,B,0,0,F,F
290,"30475904",5122,residential,,,B,0,0,F,F
291,"30478125",5142,track,,,B,0,0,F,F
297,"30516007",5142,track,,,B,0,0,F,F
298,"30516045",5142,track,,,B,0,0,F,F
299,"30534201",5142,track,,,B,0,0,F,F
300,"30548547",5115,tertiary,,,B,0,0,F,F
301,"30548601",5122,residential,,,B,0,0,F,F
302,"30548787",5122,residential,,,B,0,0,F,F
303,"30548983",5142,track,,,B,0,0,F,F
304,"30663388",5122,residential,,,B,0,0,F,F
308,"30840639",5142,track,,,B,0,0,F,F
310,"31375243",5142,track,,,B,0,0,F,F
311,"31375369",5122,residential,,,B,0,0,F,F
312,"31537362",5124,pedestrian,,,B,0,0,F,F
313,"31537568",5154,path,,,B,0,0,F,F
314,"31615689",5142,track,,,B,0,0,F,F
315,"31663370",5122,residential,,27DR003,B,0,0,F,F
316,"31663431",5122,residential,,,B,0,0,F,F
317,"31663478",5122,residential,,27DR003,B,0,0,F,F
318,"31663511",5122,residential,,,B,0,0,F,F
319,"31975982",5142,track,,,B,0,0,F,F
320,"31975984",5142,track,,,B,0,0,F,F
321,"31975986",5142,track,,,B,0,0,F,F
322,"31976010",5142,track,,,B,0,0,F,F
323,"31976014",5142,track,,,B,0,0,F,F
324,"32087698",5113,primary,Kanti Lokhpath,F23,B,50,0,F,F
325,"32132326",5113,primary,Kanti Lokhpath,NH37,B,0,0,F,F
326,"32132368",5115,tertiary,,,B,0,0,F,F
327,"32132831",5114,secondary,सरस्वती नगर मार्ग,,B,0,0,F,F
328,"32132990",5114,secondary,महानकल मार्ग,F85,B,0,0,F,F
329,"32133022",5114,secondary,,,B,0,0,F,F
330,"32133065",5113,primary,Puspalal Marg,F26,B,0,0,F,F
331,"32133114",5113,primary,,F26,B,0,1,T,F
332,"32133115",5113,primary,Sankhu Road,F26,B,0,0,F,F
333,"32133151",5113,primary,Sankhu Road,F26,B,0,1,T,F
334,"32133154",5113,primary,Sankhu Road,F26,B,0,0,F,F
335,"32133392",5113,primary,,,B,0,0,F,F
336,"32133404",5114,secondary,,F87,B,0,0,F,F
337,"32133465",5113,primary,,F92,B,0,1,T,F
338,"32133466",5113,primary,Bode- Jorpati,F92,B,0,0,F,F
339,"32133469",5114,secondary,,F89,B,0,0,F,F
340,"32133577",5122,residential,,,B,0,0,F,F
341,"32133621",5141,service,,,B,0,0,F,F
342,"32133650",5114,secondary,,F93,B,0,0,F,F
343,"32133679",5114,secondary,मानदेव मार्ग,,B,0,0,F,F
344,"32133696",5122,residential,,,B,0,0,F,F
345,"32133797",5113,primary,,F86,B,0,1,T,F
346,"32133799",5113,primary,,F86,B,0,0,F,F
347,"32133817",5115,tertiary,,F100,B,0,0,F,F
348,"32133818",5122,residential,,,B,0,0,F,F
349,"32133916",5114,secondary,,F93,B,0,0,F,F
350,"32133920",5115,tertiary,,,B,0,0,F,F
351,"32133937",5115,tertiary,,,B,0,0,F,F
352,"32133938",5115,tertiary,,,B,0,1,T,F
353,"32134030",5114,secondary,dekocha,F94,B,0,0,F,F
354,"32134045",5114,secondary,Bhaktapur- Changunanrayan Road,F94,B,0,0,F,F
355,"32134154",5115,tertiary,Subedi Gaun Gagalphedi Road,27DR035,B,0,1,T,F
356,"32134157",5115,tertiary,Guru Prasad Marg(Subedi Gaun Gagalphedi Road),27DR035,B,30,0,F,F
357,"32134158",5115,tertiary,,27DR032,B,0,0,F,F
358,"32134332",5115,tertiary,,,B,0,0,F,F
359,"32134335",5115,tertiary,,,B,0,1,T,F
360,"32134337",5115,tertiary,,,B,0,1,T,F
361,"32134338",5115,tertiary,,,B,0,0,F,F
362,"32134353",5114,secondary,,F27,B,0,1,T,F
363,"32134356",5114,secondary,,F27,B,0,0,F,F
364,"32134357",5114,secondary,,F27,B,0,0,F,F
365,"32134384",5115,tertiary,,,B,0,0,F,F
366,"32134597",5121,unclassified,,,B,0,1,T,F
367,"32134617",5114,secondary,जोरपाटी-सुन्दरीजल रोड,F27,B,0,0,F,F
368,"32134618",5114,secondary,,F27,B,0,1,T,F
369,"32134742",5142,track,,,B,0,0,F,F
370,"32134934",5114,secondary,,NH40,B,0,0,F,F
371,"32134995",5121,unclassified,,F77,B,0,0,F,F
372,"32135047",5142,track,,F77,B,0,0,F,F
373,"32135075",5115,tertiary,,F77,B,0,0,F,F
374,"32135117",5115,tertiary,,F77,B,0,0,F,F
375,"32135251",5115,tertiary,,,B,0,0,F,F
376,"32135280",5115,tertiary,,,B,0,0,F,F
377,"32135341",5115,tertiary,,,B,0,0,F,F
378,"32135509",5142,track,,,B,0,0,F,F
379,"32206889",5142,track,,,B,0,0,F,F
382,"32910902",5153,footway,,,B,0,0,F,F
383,"32911668",5155,steps,,,B,0,0,F,F
384,"34122578",5122,residential,,,B,0,0,F,F
385,"34122579",5122,residential,,,B,0,0,F,F
386,"34122609",5122,residential,,,B,0,0,F,F
387,"34122640",5133,primary_link,,,F,0,0,F,F
388,"35425185",5141,service,,,B,0,0,F,F
389,"35425186",5114,secondary,,,B,0,0,F,F
396,"36485774",5122,residential,Jal Binayak Marg,,B,0,0,F,F
397,"36490680",5122,residential,,,B,0,0,F,F
398,"36490681",5122,residential,,,B,0,0,F,F
399,"36492183",5122,residential,Sako Marga,,B,0,0,F,F
413,"37323097",5115,tertiary,,,F,0,0,F,F
414,"37707650",5153,footway,,,B,0,0,F,F
415,"37707651",5153,footway,,,B,0,1,T,F
421,"38602988",5122,residential,Lokanthali To Sano Thimi,,B,0,0,F,F
422,"38603269",5122,residential,,,B,0,0,F,F
423,"38603700",5114,secondary,पेपल बोटा (सानोथिमी) देखि लोकन्थली,F90,B,0,0,F,F
424,"38604813",5115,tertiary,,,B,0,0,F,F
425,"38605102",5121,unclassified,Harsha chowk Makalepati Kiwachowk Magar Gaun road,8 M ROW,B,0,0,F,F
426,"38605118",5121,unclassified,,,B,0,0,F,F
427,"38605133",5122,residential,,,B,0,0,F,F
428,"38605134",5121,unclassified,,,B,0,0,F,F
429,"38605163",5121,unclassified,,F100,B,0,0,F,F
430,"38605172",5114,secondary,,F91,B,0,0,F,F
431,"38605182",5122,residential,,,B,0,0,F,F
432,"38605243",5113,primary,CHYAMASINGH NALA ROAD,F97,B,0,0,F,F
433,"38605245",5114,secondary,,F98,B,0,0,F,F
434,"38605250",5121,unclassified,,,B,0,0,F,F
435,"38605251",5114,secondary,,F98,B,0,0,F,F
436,"38605261",5122,residential,,,B,0,0,F,F
437,"38605268",5114,secondary,,26DR005,B,0,0,F,F
438,"38605269",5115,tertiary,,26DR007,B,0,0,F,F
439,"38605276",5141,service,,,B,0,0,F,F
442,"38605329",5114,secondary,bharwacho,,B,0,0,F,F
443,"38605335",5121,unclassified,,,B,0,0,F,F
444,"38605338",5121,unclassified,,,B,0,0,F,F
445,"38605339",5121,unclassified,,,B,0,0,F,F
446,"38605385",5122,residential,,,B,0,0,F,F
447,"38605386",5122,residential,,,B,0,0,F,F
448,"38605387",5114,secondary,chasukhel,,B,0,0,F,F
449,"38605395",5114,secondary,,F99,B,0,0,F,F
450,"38605418",5121,unclassified,,26DR004,B,0,0,F,F
451,"38605435",5121,unclassified,,,B,0,0,F,F
452,"38605437",5121,unclassified,,,B,0,0,F,F
453,"38605443",5121,unclassified,,,B,0,0,F,F
454,"38605444",5121,unclassified,,,B,0,0,F,F
455,"38605476",5121,unclassified,,,B,0,0,F,F
456,"38605489",5141,service,,,B,0,0,F,F
457,"38605497",5122,residential,,,B,0,0,F,F
458,"38605498",5121,unclassified,,,B,0,0,F,F
459,"38605610",5121,unclassified,,,B,0,0,F,F
460,"38605614",5121,unclassified,Charghare road,,B,0,0,F,F
461,"38605618",5122,residential,,,B,0,0,F,F
462,"38605632",5115,tertiary,,F180,B,0,0,F,F
463,"38605635",5122,residential,,,B,0,0,F,F
470,"39984917",5122,residential,,,B,0,0,F,F
471,"39985336",5114,secondary,बंशीधर मार्ग,,B,0,0,F,F
472,"39985746",5114,secondary,बंशीधर मार्ग,,B,0,0,F,F
473,"39985848",5115,tertiary,,,B,0,0,F,F
474,"39985876",5122,residential,Ichhunadi Marg,,B,0,0,F,F
475,"39985896",5122,residential,Embassy Marg,,B,0,0,F,F
476,"39985908",5114,secondary,सुबर्ण शमशेर सडक,,B,0,0,F,F
477,"39985978",5115,tertiary,ढुंगेधर मार्ग,,B,0,0,F,F
478,"39985979",5115,tertiary,भत्केको पुल,,B,0,1,T,F
479,"39986102",5114,secondary,प्रगति मार्ग १,,B,0,0,F,F
480,"39986163",5114,secondary,धुम्बाराही मार्ग,,B,0,0,F,F
481,"39986165",5122,residential,Himchuli Marga,,B,0,0,F,F
482,"39986174",5115,tertiary,,,B,0,0,F,F
483,"39986264",5115,tertiary,जन मार्ग,,B,0,0,F,F
484,"39986399",5141,service,,,B,0,0,F,F
485,"39986400",5153,footway,,,B,0,0,F,F
517,"43918543",5122,residential,,,B,0,0,F,F
518,"43918547",5123,living_street,,,B,0,0,F,F
519,"43918636",5113,primary,,F86,B,0,0,F,F
520,"43918637",5141,service,,,B,0,0,F,F
521,"44105702",5115,tertiary,मञ्जुश्री मार्ग,,B,0,0,F,F
522,"44105741",5153,footway,,,B,0,0,F,F
523,"44105884",5155,steps,,,B,0,0,F,F
524,"44105885",5154,path,,,B,0,0,F,F
525,"44105887",5153,footway,,,B,0,0,F,F
526,"44105888",5153,footway,,,B,0,0,F,F
527,"44314198",5121,unclassified,,,B,0,0,F,F
528,"44314199",5122,residential,,,B,0,0,F,F
529,"44314201",5154,path,,,B,0,0,F,F
530,"44314202",5114,secondary,,F102,B,0,0,F,F
531,"44314205",5115,tertiary,खोकना मार्ग पश्चिम,25DR001,B,0,0,F,F
532,"44314206",5122,residential,Gabun Marga,,B,0,0,F,F
533,"44314207",5121,unclassified,Machhindra Nath Sadak,25DR002,B,0,0,F,F
537,"44384567",5113,primary,विश्वविद्यालयको मार्ग,,F,0,0,F,F
538,"44385000",5122,residential,Way to Dakshinkali,,B,0,0,F,F
539,"44385001",5142,track,,,B,0,0,F,F
540,"44385118",5155,steps,,,B,0,0,F,F
541,"44385119",5153,footway,,,B,0,0,F,F
542,"44385120",5153,footway,,,B,0,0,T,F
543,"44385121",5155,steps,,,B,0,0,F,F
546,"44385467",5153,footway,,,B,0,0,F,F
547,"44385468",5155,steps,,,B,0,0,F,F
548,"44385469",5153,footway,,,B,0,0,F,F
549,"44386101",5115,tertiary,प्रयाग पोखरीदेखि कुमारीपाटी रोडसम्म,,B,0,0,F,F
550,"44386103",5115,tertiary,स्वाथा रोड,,B,0,0,F,F
551,"44386790",5122,residential,Shahid Shukra Raj Sadak Paschim,,B,0,0,F,F
552,"44386792",5153,footway,,,B,0,0,F,F
712,"45416851",5114,secondary,Way to Nagarkot,F28,B,0,0,F,F
713,"45416858",5121,unclassified,,,B,0,0,F,F
714,"45416906",5114,secondary,,F96,B,0,0,F,F
715,"45416907",5114,secondary,Suntole Marg,F96,B,0,0,F,F
746,"48534333",5154,path,,,B,0,0,F,F
747,"48545478",5121,unclassified,,,B,0,0,F,F
756,"52666473",5141,service,,,B,0,0,F,F
757,"52666670",5122,residential,Akhtiyaar Marg,,B,0,0,F,F
758,"52667947",5114,secondary,धर्मभक्त माथेमा सडक,,B,0,0,F,F
759,"52736457",5122,residential,,,B,0,0,F,F
760,"52736458",5122,residential,,,B,0,0,F,F
761,"52736546",5122,residential,,,B,0,0,F,F
762,"52736547",5122,residential,Damkal-Chakrapath Marg,,B,0,0,F,F
763,"52736548",5122,residential,Siddhi Binayak Marg,,B,0,0,F,F
764,"52736551",5122,residential,,,B,0,0,F,F
765,"52736792",5122,residential,Panchyan Marg,,B,0,0,F,F
766,"52737838",5122,residential,,,B,0,0,F,F
767,"52737839",5122,residential,,,B,0,0,F,F
768,"52739400",5122,residential,,,B,0,0,F,F
769,"52739401",5122,residential,,,B,0,0,F,F
770,"52754480",5121,unclassified,,,B,0,0,F,F
771,"52754742",5115,tertiary,Chun Devi Marga,,B,0,0,F,F
772,"52754746",5122,residential,,,B,25,0,F,F
773,"52768051",5122,residential,,,B,0,0,F,F
774,"52768052",5122,residential,,,B,0,0,F,F
775,"52768053",5122,residential,,,B,0,0,F,F
776,"52768054",5122,residential,,,B,0,0,F,F
777,"52768098",5122,residential,,,B,0,0,F,F
778,"52768164",5122,residential,Bhanimandal Sadak,,B,0,0,F,F
779,"52768898",5122,residential,Man bhawan Marga,,B,0,0,F,F
780,"52768899",5122,residential,,,B,0,0,F,F
781,"52768966",5122,residential,Shri Sai Marg,,B,0,0,F,F
782,"52773883",5114,secondary,,,B,0,0,F,F
783,"52782403",5122,residential,Machhindra Marg,,B,0,0,F,F
784,"52782405",5122,residential,पूर्ण चण्डी मार्ग पश्चिम,,B,0,0,F,F
785,"52782407",5114,secondary,,,B,0,0,F,F
786,"52782410",5114,secondary,कालो पुल,,B,0,1,T,F
787,"52782411",5122,residential,,,B,0,0,F,F
788,"52782412",5122,residential,Kumaripati Jagganath Marga,,B,0,0,F,F
789,"52782414",5122,residential,Lokeshwar Marga,,B,0,0,F,F
790,"52783973",5122,residential,Chidiyaghar Marga,,B,0,0,F,F
791,"52788329",5122,residential,,,B,0,0,F,F
792,"52788716",5122,residential,,,B,0,0,F,F
793,"52794309",5122,residential,Shanti chowk Marga,,B,0,0,F,F
794,"52799481",5113,primary,एला सादक,,F,0,0,F,F
795,"52885478",5122,residential,Thasikhel Siddibinayak Marga,,B,0,0,F,F
796,"52885479",5122,residential,,,B,0,0,F,F
797,"52885480",5122,residential,Trimurti Marga,,B,0,0,F,F
798,"52885481",5122,residential,,,B,0,0,F,F
799,"52916460",5113,primary,,,F,0,0,F,F
800,"52916461",5113,primary,बागमती पुल,,F,0,1,T,F
801,"52983291",5121,unclassified,,,B,0,0,F,F
802,"52983296",5121,unclassified,Karya Binayak Marg,,B,0,0,F,F
803,"52983302",5122,residential,,,B,0,0,F,F
804,"52983307",5122,residential,,,B,0,0,F,F
805,"52983331",5142,track,,,B,0,0,F,F
806,"52983338",5121,unclassified,Bungamati Farsidol Marg,25DR002,B,0,0,F,F
807,"52983341",5114,secondary,Ekantakuna-Tikabhairab Road,NH37,B,0,0,F,F
808,"52983342",5114,secondary,एकान्तकुना-टिकाभैरब सडक,NH37,B,0,0,F,F
809,"52983343",5154,path,,,B,0,0,F,F
810,"52983382",5121,unclassified,,27DR004,B,0,0,F,F
811,"52988553",5121,unclassified,Machhindra Nath Marga,,B,0,0,F,F
812,"52990052",5122,residential,,,B,0,0,F,F
813,"52990105",5122,residential,Ghusingal Marga West,,B,0,0,F,F
814,"52990572",5122,residential,,,B,0,0,F,F
815,"52991212",5122,residential,,,B,0,0,F,F
816,"52991214",5122,residential,,,B,0,0,F,F
817,"52991219",5122,residential,,,B,0,0,F,F
818,"52991224",5122,residential,,,B,0,0,F,F
819,"52991231",5122,residential,Teen Khamba Marga,,B,0,0,F,F
820,"52993394",5122,residential,,,B,0,0,F,F
821,"53016675",5122,residential,Sahid Sukra Marg,,B,0,0,F,F
822,"53016677",5114,secondary,Teku Dovaan marg,,B,0,0,F,F
823,"53016679",5122,residential,Bagmati Marg,,B,0,0,F,F
824,"53016680",5122,residential,Teku Dovaan marg,,B,0,1,T,F
825,"53017597",5122,residential,Manakamana Marg,,B,0,0,F,F
826,"53017728",5141,service,,,F,0,0,F,F
827,"53056242",5122,residential,Dallu Awas Marg,,B,0,0,F,F
828,"53097912",5142,track,,,B,0,0,F,F
829,"53097925",5142,track,,,B,0,0,F,F
830,"53097929",5142,track,,,B,0,0,F,F
831,"53097930",5154,path,,,B,0,1,T,F
832,"53097931",5121,unclassified,,,B,0,0,F,F
833,"53097933",5123,living_street,,,B,0,0,F,F
834,"53097942",5121,unclassified,Sikali Marg,,B,0,0,F,F
835,"53097944",5122,residential,Sikali Marg,,B,0,0,F,F
836,"53097946",5122,residential,,,B,0,0,F,F
837,"53097953",5121,unclassified,,,B,0,0,F,F
838,"53097954",5121,unclassified,,,B,0,0,F,F
839,"53097957",5142,track,,,B,0,0,F,F
840,"53097958",5142,track,,,B,0,0,F,F
841,"53097961",5142,track,,,B,0,0,F,F
842,"53097966",5142,track,,,B,0,0,F,F
843,"53097968",5142,track,,,B,0,0,F,F
844,"53097980",5121,unclassified,Chhodal Marg,25DR001,B,0,0,F,F
845,"53097983",5142,track,Shikali Road (Dyo Lan),,B,0,0,F,F
846,"53145210",5122,residential,Madhya Baneshwar Marga,,B,0,0,F,F
847,"53145211",5122,residential,Surya Bikram Marga,,B,0,0,F,F
848,"53147007",5122,residential,,,B,0,0,F,F
849,"53147009",5122,residential,,,B,0,0,F,F
850,"53154242",5122,residential,Shree Panchakanya Marga,,B,0,0,F,F
851,"53154252",5122,residential,SOS Marg,,B,0,0,F,F
852,"53154308",5122,residential,sahid sukraraj marg,,B,0,0,F,F
853,"54411587",5142,track,,,B,0,0,F,F
857,"55221245",5154,path,,,B,0,0,F,F
858,"55221248",5154,path,,,B,0,0,F,F
859,"55221255",5122,residential,,,B,0,0,F,F
860,"55221402",5142,track,,,B,0,0,F,F
916,"56688292",5114,secondary,Sakotha,,B,0,0,F,F
917,"56688293",5114,secondary,धर्म भक्त मार्ग,,B,0,0,F,F
918,"56688294",5122,residential,Saat Ghumti Marg,,B,20,0,F,F
943,"57886095",5114,secondary,बागमती कोरिडोर सडक,,B,0,0,F,F
944,"58423999",5113,primary,,,F,0,0,F,F
945,"58425711",5122,residential,Chokhachhe galli,,B,0,0,F,F
946,"58427109",5122,residential,,,B,0,0,F,F
947,"58427463",5122,residential,,,B,0,0,F,F
948,"58428581",5141,service,Pashupati Sadak,,B,0,0,F,F
949,"58472899",5122,residential,Yekikaran Sadak,,B,0,0,F,F
950,"58472905",5122,residential,Dathu Sadak,,B,0,0,F,F
951,"58472906",5122,residential,Khusibu Sadak,,B,0,0,F,F
952,"58472909",5122,residential,Vintuna Marg,,B,0,0,F,F
953,"58472910",5122,residential,Naliswaru Sadak,,B,0,0,F,F
954,"58472923",5122,residential,,,B,0,0,F,F
955,"58472955",5115,tertiary,Ranamukteshwor Marg,,B,0,0,F,F
956,"58472957",5122,residential,Ranamukteshwor Marg,,F,0,0,F,F
957,"58472969",5122,residential,Taha Galli,,B,0,0,F,F
958,"58473001",5121,unclassified,,,B,0,0,F,F
959,"58473054",5122,residential,Nhusa marg,,F,0,0,F,F
960,"58473110",5141,service,Guru Marg,,B,0,0,F,F
961,"58587021",5122,residential,Jwagal Road,,B,0,0,F,F
962,"58587057",5121,unclassified,,,B,0,0,F,F
963,"58587059",5122,residential,,,B,0,0,F,F
964,"58587061",5122,residential,,,B,0,0,F,F
965,"58587064",5122,residential,,,B,0,0,F,F
966,"58587065",5122,residential,,,B,0,0,F,F
967,"58587066",5121,unclassified,,,B,0,0,F,F
968,"58587093",5122,residential,,,B,0,0,F,F
969,"58587106",5122,residential,,,B,0,0,F,F
970,"58587114",5122,residential,TownPlanning 8m road,,B,0,0,F,F
971,"58587124",5122,residential,Tilintar,,B,0,0,F,F
972,"58751513",5122,residential,Okharbot Marg,,B,0,0,F,F
973,"58751716",5122,residential,Puja Pratisthan Marga,,B,0,0,F,F
974,"58752656",5122,residential,Paropakar Marg,,B,0,0,F,F
975,"58753045",5141,service,,,B,0,0,F,F
